#---- Merge Table
375
268   98.175 077 000 000 
269   98.175 000 000 082 
270   98.750 000 111 000 
271   99.000 078 000 000 
272   99.000 000 000 083 
273   99.534 000 112 000 
274   99.825 079 000 000 
275   99.825 000 000 084 
276  100.318 000 113 000 
277  100.650 080 000 000 
278  100.650 000 000 085 
279  101.102 000 114 000 
280  101.850 081 000 000 
281  101.850 000 000 086 
282  101.896 000 115 000 
283  102.675 082 000 000 
284  102.675 000 000 087 
285  102.680 000 116 000 
286  103.464 000 117 000 
287  103.500 083 000 000 
288  103.500 000 000 088 
289  104.248 000 118 000 
290  104.325 084 000 000 
291  104.325 000 000 089 
292  105.032 000 119 000 
293  105.150 085 000 000 
294  105.150 000 000 090 
295  105.826 000 120 000 
296  106.350 086 000 000 
297  106.350 000 000 091 
298  106.610 000 121 000 
299  107.175 087 000 000 
300  107.175 000 000 092 
301  107.394 000 122 000 
302  108.000 088 000 000 
303  108.000 000 000 093 
304  108.178 000 123 000 
305  108.825 089 000 000 
306  108.825 000 000 094 
307  108.972 000 124 000 
308  109.650 090 000 000 
309  109.650 000 000 095 
310  109.756 000 125 000 
311  110.540 000 126 000 
312  110.850 091 000 000 
313  110.850 000 000 096 
314  111.324 000 127 000 
315  111.675 092 000 000 
316  111.675 000 000 097 
317  112.108 000 128 000 
318  112.500 093 000 000 
319  112.500 000 000 098 
320  112.902 000 129 000 
321  113.325 094 000 000 
322  113.325 000 000 099 
323  113.686 000 130 000 
324  114.150 095 000 000 
325  114.150 000 000 100 
326  114.470 000 131 000 
327  115.254 000 132 000 
328  115.350 096 000 000 
329  115.350 000 000 101 
330  116.047 000 133 000 
331  116.175 097 000 000 
332  116.175 000 000 102 
333  116.831 000 134 000 
334  117.000 098 000 000 
335  117.000 000 000 103 
336  117.615 000 135 000 
337  117.825 099 000 000 
338  117.825 000 000 104 
339  118.399 000 136 000 
340  118.650 100 000 000 
341  118.650 000 000 105 
342  119.183 000 137 000 
343  119.850 101 000 000 
344  119.850 000 000 106 
345  119.977 000 138 000 
346  120.675 102 000 000 
347  120.675 000 000 107 
348  120.761 000 139 000 
349  121.500 103 000 000 
350  121.500 000 000 108 
351  121.545 000 140 000 
352  122.325 104 000 000 
353  122.325 000 000 109 
354  122.329 000 141 000 
355  123.123 000 142 000 
356  123.150 105 000 000 
357  123.150 000 000 110 
358  123.907 000 143 000 
359  124.350 106 000 000 
360  124.350 000 000 111 
361  124.691 000 144 000 
362  125.175 107 000 000 
363  125.175 000 000 112 
364  125.475 000 145 000 
365  126.000 108 000 000 
366  126.000 000 000 113 
367  126.259 000 146 000 
368  126.825 109 000 000 
369  126.825 000 000 114 
370  127.053 000 147 000 
371  127.650 110 000 000 
372  127.650 000 000 115 
373  127.837 000 148 000 
374  128.621 000 149 000 
375  129.405 000 150 000 
#----- upper bank two theta
110
18.35
19.175
20
20.825
21.65
23.35
24.175
25
25.825
26.65
28.35
29.175
30
30.825
31.65
33.35
34.175
35
35.825
36.65
38.35
39.175
40
40.825
41.65
42.85
43.675
44.5
45.325
46.15
47.35
48.175
49
49.825
50.65
51.85
52.675
53.5
54.325
55.15
56.35
57.175
58
58.825
59.65
60.85
61.675
62.5
63.325
64.15
65.35
66.175
67
67.825
68.65
79.35
80.175
81
81.825
82.65
83.85
84.675
85.5
86.325
87.15
88.35
89.175
90
90.825
91.65
92.85
93.675
94.5
95.325
96.15
97.35
98.175
99
99.825
100.65
101.85
102.675
103.5
104.325
105.15
106.35
107.175
108
108.825
109.65
110.85
111.675
112.5
113.325
114.15
115.35
116.175
117
117.825
118.65
119.85
120.675
121.5
122.325
123.15
124.35
125.175
126
126.825
127.65
#----- middle bank two theta
150
9.64
10.42
11.22
12.00
12.78
13.57
14.36
15.15
15.93
16.71
17.50
18.29
19.08
19.86
20.64
21.44
22.22
23.01
23.79
24.57
25.37
26.15
26.94
27.72
28.51
29.30
30.08
30.87
31.65
32.44
33.23
34.01
34.80
35.58
36.37
37.16
37.94
38.73
39.52
40.30
41.09
41.87
42.66
43.45
44.23
45.02
45.80
46.59
47.38
48.16
48.95
49.73
50.52
51.31
52.09
52.88
53.67
54.45
55.24
56.02
56.81
57.60
58.38
59.17
59.95
60.74
61.53
62.31
63.10
63.88
64.68
65.46
66.24
67.03
67.81
71.23
72.02
72.81
73.59
74.38
75.16
75.95
76.74
77.52
78.31
79.09
79.88
80.67
81.45
82.24
83.02
83.82
84.60
85.38
86.17
86.95
87.75
88.53
89.31
90.10
90.89
91.67
92.46
93.24
94.03
94.82
95.60
96.39
97.17
97.97
98.75
99.53
100.32
101.10
101.90
102.68
103.46
104.25
105.03
105.83
106.61
107.39
108.18
108.97
109.76
110.54
111.32
112.11
112.90
113.69
114.47
115.25
116.05
116.83
117.62
118.40
119.18
119.98
120.76
121.55
122.33
123.12
123.91
124.69
125.48
126.26
127.05
127.84
128.62
129.40
#------- lower bank two theta
115
18.35
19.175
20
20.825
21.65
23.35
24.175
25
25.825
26.65
28.35
29.175
30
30.825
31.65
33.35
34.175
35
35.825
36.65
38.35
39.175
40
40.825
41.65
42.85
43.675
44.5
45.325
46.15
47.35
48.175
49
49.825
50.65
51.85
52.675
53.5
54.325
55.15
56.35
57.175
58
58.825
59.65
60.85
61.675
62.5
63.325
64.15
70.35
71.175
72
72.825
73.65
74.85
75.675
76.5
77.325
78.15
79.35
80.175
81
81.825
82.65
83.85
84.675
85.5
86.325
87.15
88.35
89.175
90
90.825
91.65
92.85
93.675
94.5
95.325
96.15
97.35
98.175
99
99.825
100.65
101.85
102.675
103.5
104.325
105.15
106.35
107.175
108
108.825
109.65
110.85
111.675
112.5
113.325
114.15
115.35
116.175
117
117.825
118.65
119.85
120.675
121.5
122.325
123.15
124.35
125.175
126
126.825
127.65
