     LAMBDA/A ,    dlambda/A ,      Q/A**-1 ,     t_nom/ns ,     t_act/ns ,   countscale ,phase_deg_perA1 ,phase_deg_perA2 ,      solmain1,         fpi21,           fpi,         fpi22,   solsample_z,       solpi21,      solpi21a,     solpi22.3,       solpic1,       solpic2,        Q_coil,     solmain1s,          none,         cc1r1,       loop0yh,         cc3r1,        loop0z,     solphase1,     solphase2,   solanalyzer,      solguide,         cc1y1,         cc1y2,         cc3y1,         cc3y2,         cc1z1,         cc1z2,         cc3z1,    solphase1s,     solmain1h,    solsample1,        loop1z,        loop1y,        loop2z,        loop2y,        solaux,  solphase1ccx,  solphase1ccy,         mophi,       mogamma,        mobeta,         mopsi,          mo_z,         moana,      mo_cc31a,      mo_cc31b,      mo_cc21a,      mo_cc21b,      mo_cc11a,      mo_cc11b,      mo_cc32a,      mo_cc32b,      mo_cc22a,      mo_cc22b,      mo_cc12a,      mo_cc12b,      selector,          J/Tm,          mode,       epoch/s
     Lambda/A ,    dlambda/A ,      Q/A**-1 ,     t_nom/ns ,     t_act/ns ,   countscale ,phase_deg_perA1 ,phase_deg_perA2 ,     pow01: main,     pow02: pi21,     pow03: pi  ,     pow04: pi22,          pow05,          pow06,          pow07,          pow08,          pow09,         pow10,         pow11,         pow12,         pow13,         pow16,         pow17,         pow18,         pow19,    pow20: pha1,         pow21,         pow22,         pow23,         pow24,         pow25,         pow26,         pow27,         pow28,         pow29,         pow30,         pow32,         pow33,         pow34,         pow35,         pow36,         pow37,         pow38,          dum1,          dum2,          dum3,         mophi,       mogamma,        mobeta,         mopsi,          mo_z,         moana,      mo_cc31a,      mo_cc31b,      mo_cc21a,      mo_cc21b,      mo_cc11a,      mo_cc11b,      mo_cc32a,      mo_cc32b,      mo_cc22a,      mo_cc22b,      mo_cc12a,      mo_cc12b,      selector,          J/Tm,          mode,       epoch/s
            12,       0.48984,          0.23,           8.5,      8.500208,      0.038975,     -3182.327,             0,      3.465148,     -0.163397,    -0.2404827,     -0.280977,      0.922426,     0.4765997,    -0.8111759,     -0.671266,             0,            -0,             0,             0,             0,      1.292031,   0.008467419,     0.8255541,             0,    -0.3952982,             0,             9,            -5,   -0.09239114,   -0.09239114,    0.02765396,    0.02765396,    0.03785267,    0.03785267,  -0.002813175,             0,             0,      1.227506,     -3.962328,     0.1490056,      4.684765,    -0.5265028,             0,     -1.524596,             0,      25.37503,             0,             0,     -77.31248,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,    0.02643549,             1,    1775190285 
            12,       0.48984,          0.23,            11,      11.00026,     0.0389457,     -3182.327,             0,      4.504767,    -0.1633951,    -0.2405153,    -0.2809778,     0.9259577,     0.4829847,    -0.7468751,    -0.6699496,             0,            -0,             0,             0,             0,      1.657963,   0.008990516,      1.142913,             0,    -0.3901502,             0,             9,            -5,   -0.08949431,   -0.08949431,    0.02809611,    0.02809611,    0.03947979,    0.03947979,  -0.003641056,             0,             0,      1.225307,     -3.991952,     0.1894048,      4.708768,    -0.5532084,             0,     -1.956396,             0,      25.37503,             0,             0,     -77.31248,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.0342106,             1,    1775190300 
            12,       0.48984,          0.23,            15,      15.00036,     0.0388832,     -3182.327,             0,      6.167473,    -0.1633919,    -0.2405677,    -0.2809792,     0.9316231,     0.4932171,    -0.6433495,    -0.6678446,             0,            -0,             0,             0,             0,      2.318347,   0.009886786,      1.684214,             0,    -0.3787944,             0,             9,            -5,   -0.09139647,   -0.09139647,    0.02954104,    0.02954104,    0.04010526,    0.04010526,    -0.0049658,             0,             0,      1.221613,      -4.04252,     0.2575306,      4.749746,    -0.5991561,             0,      -2.73565,             0,      25.37503,             0,             0,     -77.31248,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,    0.04665083,             1,    1775190316 
            12,       0.48984,          0.23,            20,      20.00048,     0.0387783,     -3182.327,             0,      8.245864,     -0.163388,    -0.2406334,    -0.2809808,     0.9387336,     0.5060019,    -0.5141357,    -0.6652127,             0,            -0,             0,             0,             0,      3.148523,    0.01098998,      2.351219,             0,    -0.3662707,             0,             9,            -5,   -0.09845122,   -0.09845122,    0.03504663,    0.03504663,    0.02832061,    0.02832061,  -0.006621881,             0,             0,      1.216977,     -4.104837,     0.3405552,      4.800245,    -0.6568918,             0,     -3.715257,             0,      25.37503,             0,             0,     -77.31248,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,    0.06220112,             1,    1775190334 
            12,       0.48984,          0.23,            27,      27.00065,     0.0385819,     -3182.327,             0,      11.15535,    -0.1633824,    -0.2407259,    -0.2809832,     0.9487346,     0.5239119,    -0.3327142,    -0.6615277,             0,            -0,             0,             0,             0,      4.323709,    0.01258191,      3.311765,             0,    -0.3480033,             0,             9,            -5,   -0.08955712,   -0.08955712,    0.03131292,    0.03131292,    0.01281209,    0.01281209,  -0.008940568,             0,             0,      1.210458,     -4.194584,     0.4630381,      4.872968,    -0.7365108,             0,     -5.101976,             0,      25.37503,             0,             0,     -77.31248,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,    0.08397154,             1,    1775190357 
            12,       0.48984,          0.23,            35,      35.00085,     0.0382878,     -3182.327,             0,      14.48076,    -0.1633757,    -0.2408322,     -0.280986,     0.9602285,     0.5444001,    -0.1247149,    -0.6573112,             0,            -0,             0,             0,             0,      5.593834,    0.01445935,      4.441179,             0,    -0.3321407,             0,             9,            -5,    -0.1011225,    -0.1011225,    0.03750694,    0.03750694,    0.01564649,    0.01564649,   -0.01159066,             0,             0,      1.203164,      -4.30006,     0.6035609,      4.958423,    -0.8336704,             0,     -6.600724,             0,      25.37503,             0,             0,     -77.31248,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,      0.108852,             1,    1775190381 
            12,       0.48984,          0.23,            47,      47.00117,     0.0377107,     -3182.327,             0,      19.46802,    -0.1633656,     -0.240993,    -0.2809903,     0.9776076,     0.5751459,     0.1877752,    -0.6509897,             0,            -0,             0,             0,             0,      7.601147,    0.01732208,      6.161535,             0,    -0.3030621,             0,             9,            -5,    -0.1378695,    -0.1378695,    0.05151108,    0.05151108,  -0.007186332,  -0.007186332,   -0.01556599,             0,             0,      1.191991,     -4.460788,     0.8158719,      5.088642,    -0.9832178,             0,     -8.969353,             0,      25.37503,             0,             0,     -77.31248,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.1461728,             1,    1775190407 
            12,       0.48984,          0.23,            63,      63.00161,     0.0367003,     -3182.327,             0,      26.11734,    -0.1633519,    -0.2412099,    -0.2809961,      1.001031,     0.6161615,     0.6052725,    -0.6425599,             0,            -0,             0,             0,             0,       10.2927,    0.02121649,      8.498062,             0,    -0.2637946,             0,             9,            -5,    -0.1713771,    -0.1713771,    0.06616388,    0.06616388,   -0.02594006,   -0.02594006,   -0.02086668,             0,             0,      1.177056,     -4.679096,      1.104847,      5.265489,      -1.18518,             0,     -12.14539,             0,      25.37503,             0,             0,     -77.31248,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.1959339,             1,    1775190437 
            12,       0.48984,          0.23,            83,      83.00219,     0.0350832,     -3182.327,             0,      34.42878,    -0.1633344,    -0.2414851,    -0.2810035,      1.030718,     0.6674591,      1.128219,    -0.6320193,             0,            -0,             0,             0,             0,      13.63293,    0.02618329,      11.47228,             0,     -0.216585,             0,             9,            -5,    -0.2051391,    -0.2051391,    0.08390205,    0.08390205,   -0.04718667,   -0.04718667,   -0.02749279,             0,             0,      1.158435,     -4.956979,       1.47219,      5.490558,      -1.44227,             0,     -16.08686,             0,      25.37503,             0,             0,     -77.31248,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.2581353,             1,    1775190473 
            12,       0.48984,          0.23,           110,       110.003,     0.0323724,     -3182.327,             0,      45.64935,    -0.1633107,    -0.2418637,    -0.2810134,      1.071522,     0.7367158,      1.834335,      -0.61779,             0,            -0,             0,             0,             0,      18.12285,    0.03290634,      15.49406,             0,    -0.1516479,             0,             9,            -5,    -0.2405648,    -0.2405648,     0.1051937,     0.1051937,   -0.08321209,   -0.08321209,   -0.03643832,             0,             0,      1.133351,      -5.33276,      1.969604,      5.794851,     -1.789103,             0,     -21.38497,             0,      25.37503,             0,             0,     -77.31248,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.3421074,             1,    1775190512 
            12,       0.48984,          0.23,           150,      150.0044,     0.0275723,     -3182.327,             0,      62.27239,    -0.1632751,      -0.24244,    -0.2810284,      1.133523,     0.8393738,      2.882371,    -0.5967049,             0,            -0,             0,             0,             0,      24.69404,    0.04305554,      21.54778,             0,   -0.05650803,             0,             9,            -5,    -0.3430578,    -0.3430578,     0.1420427,     0.1420427,     -0.174855,     -0.174855,   -0.04969135,             0,             0,      1.096377,     -5.898403,      2.715639,      6.252749,     -2.313207,             0,     -29.13896,             0,      25.37503,             0,             0,     -77.31248,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.4665108,             1,    1775190557 
            12,       0.48984,          0.23,           200,      200.0064,     0.0210468,     -3182.327,             0,      83.04957,    -0.1632311,    -0.2433021,     -0.281047,      1.226046,     0.9677002,      4.190713,     -0.570458,             0,            -0,             0,             0,             0,      33.19694,     -3.779792,      29.02746,             0,    0.05106643,             0,             9,            -5,     -0.510441,     -0.510441,     0.2370055,     0.2370055,    -0.2460193,    -0.2460193,   -0.06625811,             0,             0,      1.058312,     -6.598267,      3.659753,      6.817933,     -3.008484,             0,     -39.17239,             0,      25.37503,             0,             0,     -77.31248,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.6220162,             1,    1775190607 
            12,       0.48984,          0.23,           260,      260.0092,     0.0137471,     -3182.327,             0,      107.9826,    -0.1631776,    -0.2445852,    -0.2810694,      1.363244,      1.121799,      5.762994,    -0.5390669,             0,            -0,             0,             0,             0,      43.19999,     -12.48424,      38.10865,             0,     0.1622479,             0,             9,            -5,    -0.5904158,    -0.5904158,     0.2939665,     0.2939665,    -0.3386885,    -0.3386885,   -0.08613877,             0,             0,      1.022619,     -7.449181,      4.858874,      7.502708,     -3.869471,             0,     -50.97599,             0,      25.37503,             0,             0,     -77.31248,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.8086239,             1,    1775190660 
            12,       0.48984,          0.23,           342,      342.0134,    0.00641754,     -3182.327,             0,      142.0576,    -0.1631043,    -0.2466127,    -0.2811002,      1.578725,      1.332419,      7.912583,    -0.4961619,             0,            -0,             0,             0,             0,      56.87405,     -24.38182,      50.55977,             0,     0.3106728,             0,             9,            -5,     -0.697631,     -0.697631,     0.3731167,     0.3731167,    -0.4676546,    -0.4676546,    -0.1133097,             0,             0,      0.973818,     -8.617297,      6.501775,       8.44021,     -5.050184,             0,     -67.11138,             0,      25.37503,             0,             0,     -77.31248,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,      1.063656,             1,    1775190720 
            12,       0.48984,          0.24,           3.6,      3.600105,     0.0390106,     -3182.327,             0,       1.42762,    -0.1634002,    -0.2404645,    -0.2809762,     0.9204742,     0.4637066,    -0.9369025,    -0.6735835,             0,            -0,             0,             0,             0,     0.4627064,   0.007395757,     0.2768293,             0,    -0.4083383,             0,             9,            -5,   -0.09622826,   -0.09622826,    0.02643463,    0.02643463,    0.04850981,    0.04850981,   -0.00119091,             0,             0,      1.235088,     -3.911251,    0.08097218,      4.642847,    -0.4435544,             0,    -0.5459935,             0,      26.49795,             0,             0,     -76.75103,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,    0.01119626,             1,    1775190747 
            12,       0.48984,          0.24,           4.8,      4.800126,     0.0390046,     -3182.327,             0,      1.926753,    -0.1633995,      -0.24048,    -0.2809765,     0.9221549,      0.466752,    -0.9066677,    -0.6729498,             0,            -0,             0,             0,             0,      0.651421,   0.007587256,     0.3980263,             0,    -0.4056826,             0,             9,            -5,   -0.09453653,   -0.09453653,     0.0273218,     0.0273218,    0.04796949,    0.04796949,  -0.001588129,             0,             0,      1.234002,     -3.922575,    0.09683176,      4.652025,    -0.4534965,             0,    -0.7686768,             0,      26.49795,             0,             0,     -76.75103,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.0149283,             1,    1775190762 
            12,       0.48984,          0.24,           6.4,      6.400156,     0.0389938,     -3182.327,             0,      2.592153,    -0.1633984,    -0.2405007,     -0.280977,     0.9243978,     0.4708215,    -0.8660107,    -0.6721044,             0,            -0,             0,             0,             0,     0.9032316,   0.007873428,     0.5768913,             0,    -0.4019342,             0,             9,            -5,   -0.09566107,   -0.09566107,    0.02788871,    0.02788871,    0.04471545,    0.04471545,   -0.00211784,             0,             0,      1.232553,     -3.939284,     0.1200733,      4.665566,     -0.468109,             0,     -1.065813,             0,      26.49795,             0,             0,     -76.75103,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,    0.01990437,             1,    1775190776 
            12,       0.48984,          0.24,           8.5,      8.500208,      0.038975,     -3182.327,             0,      3.465019,     -0.163397,     -0.240528,    -0.2809776,     0.9273478,     0.4761678,    -0.8123925,    -0.6709951,             0,            -0,             0,             0,             0,      1.291703,   0.008273121,     0.8255107,             0,    -0.3961764,             0,             9,            -5,   -0.09550625,   -0.09550625,    0.02861522,    0.02861522,    0.03808937,    0.03808937,  -0.002813176,             0,             0,      1.230511,     -3.962542,     0.1521008,       4.68442,    -0.4885081,             0,     -1.524209,             0,      26.49795,             0,             0,     -76.75103,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,    0.02643549,             1,    1775190797 
            12,       0.48984,          0.24,            11,      11.00026,     0.0389457,     -3182.327,             0,      4.504639,    -0.1633951,    -0.2405605,    -0.2809784,      0.930861,     0.4825473,    -0.7481031,    -0.6696722,             0,            -0,             0,             0,             0,      1.657618,   0.008788175,       1.14282,             0,    -0.3910291,             0,             9,            -5,   -0.09269832,   -0.09269832,    0.02907816,    0.02907816,    0.03971348,    0.03971348,  -0.003641056,             0,             0,       1.22831,     -3.992159,     0.1927494,      4.708419,    -0.5146146,             0,     -1.955989,             0,      26.49795,             0,             0,     -76.75103,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.0342106,             1,    1775190812 
            12,       0.48984,          0.24,            15,      15.00036,     0.0388832,     -3182.327,             0,      6.167344,    -0.1633919,    -0.2406125,    -0.2809798,     0.9364965,     0.4927708,    -0.6445953,    -0.6675567,             0,            -0,             0,             0,             0,      2.317966,   0.009671407,      1.684066,             0,    -0.3796751,             0,             9,            -5,   -0.09460438,   -0.09460438,    0.03053406,    0.03053406,    0.04034091,    0.04034091,    -0.0049658,             0,             0,      1.224614,     -4.042721,     0.2612825,      4.749394,    -0.5595989,             0,     -2.735199,             0,      26.49795,             0,             0,     -76.75103,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,    0.04665083,             1,    1775190829 
            12,       0.48984,          0.24,            20,      20.00048,     0.0387783,     -3182.327,             0,      8.245735,     -0.163388,    -0.2406779,    -0.2809814,     0.9435692,     0.5055445,    -0.5154034,    -0.6649117,             0,            -0,             0,             0,             0,       3.14811,    0.01075835,      2.351013,             0,    -0.3671529,             0,             9,            -5,    -0.1017201,    -0.1017201,    0.03605853,    0.03605853,    0.02855784,    0.02855784,  -0.006621881,             0,             0,      1.219977,      -4.10503,     0.3448164,       4.79989,     -0.616133,             0,      -3.71477,             0,      26.49795,             0,             0,     -76.75103,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,    0.06220112,             1,    1775190846 
            12,       0.48984,          0.24,            27,      27.00065,     0.0385819,     -3182.327,             0,      11.15522,    -0.1633824,    -0.2407699,    -0.2809838,     0.9535168,      0.523439,    -0.3340125,    -0.6612082,             0,            -0,             0,             0,             0,      4.323262,    0.01232748,      3.311494,             0,    -0.3488876,             0,             9,            -5,   -0.09290857,   -0.09290857,    0.03234972,    0.03234972,    0.01305133,    0.01305133,  -0.008940569,             0,             0,      1.213454,     -4.194767,     0.4680136,       4.87261,    -0.6940705,             0,     -5.101449,             0,      26.49795,             0,             0,     -76.75103,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,    0.08397154,             1,    1775190870 
            12,       0.48984,          0.24,            35,      35.00085,     0.0382878,     -3182.327,             0,      14.48063,    -0.1633757,    -0.2408756,    -0.2809866,     0.9649488,     0.5439095,    -0.1260479,    -0.6569707,             0,            -0,             0,             0,             0,      5.593367,    0.01417864,      4.440845,             0,    -0.3330268,             0,             9,            -5,    -0.1045576,    -0.1045576,    0.03856759,    0.03856759,    0.01588475,    0.01588475,   -0.01159066,             0,             0,      1.206156,     -4.300233,     0.6093545,      4.958062,    -0.7893074,             0,     -6.600173,             0,      26.49795,             0,             0,     -76.75103,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,      0.108852,             1,    1775190894 
            12,       0.48984,          0.24,            47,      47.00117,     0.0377107,     -3182.327,             0,      19.46789,    -0.1633656,    -0.2410356,    -0.2809909,     0.9822334,     0.5746285,     0.1863903,    -0.6506176,             0,            -0,             0,             0,             0,       7.60065,    0.01700178,      6.161119,             0,     -0.303951,             0,             9,            -5,    -0.1414237,    -0.1414237,    0.05260444,    0.05260444,  -0.006946596,  -0.006946596,     -0.015566,             0,             0,      1.194977,     -4.460947,     0.8228945,      5.088278,    -0.9359711,             0,     -8.968767,             0,      26.49795,             0,             0,     -76.75103,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.1461728,             1,    1775190921 
            12,       0.48984,          0.24,            63,      63.00161,     0.0367003,     -3182.327,             0,       26.1172,    -0.1633519,    -0.2412514,    -0.2809967,      1.005527,     0.6156086,     0.6038238,    -0.6421457,             0,            -0,             0,             0,             0,      10.29282,    0.02084371,      8.497827,             0,    -0.2646774,             0,             9,            -5,    -0.1748006,    -0.1748006,    0.06721607,    0.06721607,    -0.0258555,    -0.0258555,   -0.02086669,             0,             0,      1.180033,     -4.679263,      1.113563,      5.265143,     -1.134087,             0,     -12.14552,             0,      26.49795,             0,             0,     -76.75103,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.1959339,             1,    1775190951 
            12,       0.48984,          0.24,            83,      83.00219,     0.0350832,     -3182.327,             0,      34.42865,    -0.1633344,     -0.241525,     -0.281004,      1.035048,     0.6668616,      1.126678,    -0.6315525,             0,            -0,             0,             0,             0,      13.63238,    0.02574358,      11.47167,             0,    -0.2174811,             0,             9,            -5,    -0.2090325,    -0.2090325,    0.08508492,    0.08508492,   -0.04694727,   -0.04694727,   -0.02749279,             0,             0,      1.161405,     -4.957099,      1.482903,      5.490188,     -1.386373,             0,     -16.08621,             0,      26.49795,             0,             0,     -76.75103,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.2581353,             1,    1775190987 
            12,       0.48984,          0.24,           110,       110.003,     0.0323724,     -3182.327,             0,      45.64922,    -0.1633107,    -0.2419016,     -0.281014,      1.075618,     0.7360581,      1.832679,    -0.6172521,             0,            -0,             0,             0,             0,      18.12228,    0.03237703,      15.49332,             0,    -0.1525485,             0,             9,            -5,    -0.2447052,    -0.2447052,     0.1064399,     0.1064399,   -0.08297525,   -0.08297525,   -0.03643832,             0,             0,      1.136307,     -5.332852,      1.983088,       5.79448,     -1.726718,             0,     -21.38429,             0,      26.49795,             0,             0,     -76.75103,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.3421073,             1,    1775191027 
            12,       0.48984,          0.24,           150,      150.0044,     0.0275723,     -3182.327,             0,      62.27226,    -0.1632751,    -0.2424745,     -0.281029,      1.137253,     0.8386273,      2.880561,    -0.5960616,             0,            -0,             0,             0,             0,      24.69026,    0.04239479,      21.54774,             0,   -0.05745989,             0,             9,            -5,     -0.347452,     -0.347452,     0.1433172,     0.1433172,    -0.1737668,    -0.1737668,   -0.04969135,             0,             0,      1.099322,     -5.898534,      2.733343,      6.252441,      -2.24127,             0,     -29.13451,             0,      26.49795,             0,             0,     -76.75103,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.4665108,             1,    1775191072 
            12,       0.48984,          0.24,           200,      200.0064,     0.0210468,     -3182.327,             0,      83.04942,    -0.1632311,    -0.2433312,    -0.2810475,      1.229176,     0.9668418,       4.18867,    -0.5696829,             0,            -0,             0,             0,             0,      33.19627,     -3.609673,      29.02634,             0,     0.0501909,             0,             9,            -5,       -0.5164,       -0.5164,      0.238668,      0.238668,    -0.2458005,    -0.2458005,    -0.0662581,             0,             0,      1.061204,     -6.598261,      3.680763,      6.817569,     -2.922947,             0,      -39.1716,             0,      26.49795,             0,             0,     -76.75103,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.6220161,             1,    1775191122 
            12,       0.48984,          0.24,           260,      260.0092,     0.0137471,     -3182.327,             0,      107.9825,    -0.1631776,    -0.2445902,    -0.2810699,      1.363793,      1.120803,      5.760685,    -0.5381266,             0,            -0,             0,             0,             0,      43.19929,     -11.68334,      38.10729,             0,     0.1624944,             0,             9,            -5,    -0.6007224,    -0.6007224,     0.2965703,     0.2965703,     -0.338564,     -0.338564,   -0.08613875,             0,             0,      1.024851,     -7.449012,      4.879823,      7.502447,      -3.76409,             0,     -50.97516,             0,      26.49795,             0,             0,     -76.75103,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.8086237,             1,    1775191176 
            12,       0.48984,          0.24,           342,      342.0133,    0.00641754,     -3182.327,             0,      142.0575,    -0.1631043,    -0.2465626,    -0.2811007,      1.573423,      1.331236,      7.909911,     -0.494996,             0,            -0,             0,             0,             0,      56.87325,     -22.71873,       50.5581,             0,     0.3128846,             0,             9,            -5,    -0.7140277,    -0.7140277,     0.3770631,     0.3770631,    -0.4677684,    -0.4677684,    -0.1133096,             0,             0,      0.975149,     -8.616783,      6.522621,      8.440204,     -4.917699,             0,     -67.11044,             0,      26.49795,             0,             0,     -76.75103,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,      1.063655,             1,    1775191235 
            12,       0.48984,          0.25,           3.6,      3.600106,     0.0390106,     -3182.327,             0,      1.427487,    -0.1634002,    -0.2405122,    -0.2809768,     0.9256537,     0.4633213,    -0.9380059,    -0.6733708,             0,            -0,             0,             0,             0,     0.4624804,    0.00723132,     0.2768971,             0,     -0.409219,             0,             9,            -5,   -0.09928274,   -0.09928274,    0.02736269,    0.02736269,    0.04875603,    0.04875603,   -0.00119091,             0,             0,      1.238228,     -3.911487,    0.08365024,      4.642497,    -0.4080147,             0,    -0.5457269,             0,      27.62346,             0,             0,     -76.18827,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,    0.01119626,             1,    1775191261 
            12,       0.48984,          0.25,           4.8,      4.800126,     0.0390046,     -3182.327,             0,      1.926621,    -0.1633995,    -0.2405276,    -0.2809771,     0.9273251,      0.466364,    -0.9077767,    -0.6727342,             0,            -0,             0,             0,             0,     0.6511608,   0.007419181,     0.3980635,             0,    -0.4065638,             0,             9,            -5,   -0.09761937,   -0.09761937,    0.02826184,    0.02826184,    0.04821474,    0.04821474,  -0.001588129,             0,             0,      1.237142,     -3.922808,    0.09963126,      4.651673,    -0.4176747,             0,    -0.7683698,             0,      27.62346,             0,             0,     -76.18827,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.0149283,             1,    1775191276 
            12,       0.48984,          0.25,           6.4,      6.400157,     0.0389938,     -3182.327,             0,      2.592021,    -0.1633984,    -0.2405482,    -0.2809776,     0.9295557,       0.47043,    -0.8671271,     -0.671885,             0,            -0,             0,             0,             0,     0.9029407,   0.007700411,     0.5768936,             0,     -0.402816,             0,             9,            -5,   -0.09877528,   -0.09877528,    0.02884122,    0.02884122,    0.04496064,    0.04496064,   -0.00211784,             0,             0,      1.235692,     -3.939513,     0.1230359,      4.665212,    -0.4319105,             0,      -1.06547,             0,      27.62346,             0,             0,     -76.18827,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,    0.01990437,             1,    1775191289 
